category,question,question_image,question_hint,type,published,wrong_answer_text,right_answer_text,explanation,user_explanation,not_influence_to_score,weight,answers,options,question_title,tags,id
Balizamiento,&lt;p&gt;Un espeque con franjas verticales rojas y blancas es una baliza de:&lt;/p&gt;,,,radio,1,,,,off,off,1,Aguas navegables.::1::0::::::A::26165::::;;Aguas especiales.::0::0::::::A::26166::::;;Peligro aislado.::0::0::::::A::26167::::;;Zona de ejercicios navales.::0::0::::::A::26168::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6542
Reglamento (RIPA),"&lt;p&gt;Regla 3. La expresión “visibilidad reducida”, la aplica el reglamento (RIPA):&lt;/p&gt;",,,radio,1,,,,off,off,1,"Siempre que la visibilidad esté disminuida por niebla, bruma, lluvia o cualquier otra circunstancia análoga.::1::0::::::A::26169::::;;Desde la puesta hasta la salida del sol.::0::0::::::A::26170::::;;Desde el ocaso hasta el orto del sol.::0::0::::::A::26171::::;;Todas las respuestas anteriores son correctas.::0::0::::::A::26172::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6543
Reglamento (RIPA),"&lt;p&gt;Según la Regla 10 del Reglamento Internacional para prevenir abordajes en la mar, los buques de pesca…&lt;/p&gt;",,,radio,1,,,,off,off,1,Tendrán preferencia de paso en las vías de circulación.::0::0::::::A::26173::::;;No estorbarán el tránsito de cualquier buque que navegue en una vía de circulación.::1::0::::::A::26174::::;;No podrán utilizar la zona de navegación costera.::0::0::::::A::26175::::;;Quedan exentos del cumplimiento de la Regla 10.::0::0::::::A::26176::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6544
Reglamento (RIPA),"&lt;p&gt;Regla 14. En una situación de dos buques de propulsión mecánica navegando de vuelta encontrada, a rumbos opuestos o casi opuestos, con riesgo de abordaje…&lt;/p&gt;",,,radio,1,,,,off,off,1,"Maniobrará el más pequeño de los dos.::0::0::::::A::26177::::;;Cede paso el que se encuentre a barlovento.::0::0::::::A::26178::::;;Cada uno de ellos caerá a estribor, de forma que pase por la banda de babor del otro.::1::0::::::A::26179::::;;Cede paso el que tenga al otro por su costado de estribor.::0::0::::::A::26180::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6545
Reglamento (RIPA),&lt;p&gt;Regla 16. Todo buque que esté obligado a mantenerse apartado de la derrota de otro buque…&lt;/p&gt;,,,radio,1,,,,off,off,1,"Maniobrará, en la medida de lo posible, con antelación suficiente y de forma decidida para quedar bien franco de la derrota del otro buque.::1::0::::::A::26181::::;;Maniobrará, en la medida de lo posible, con antelación suficiente cayendo siempre a su banda de estribor.::0::0::::::A::26182::::;;Maniobrará, en la medida de lo posible, con antelación suficiente dando máquinas atrás y metiendo toda la caña a babor.::0::0::::::A::26183::::;;Maniobrará, en la medida de lo posible, con antelación suficiente aumentando siempre la velocidad de su buque, hasta cortarle la proa.::0::0::::::A::26184::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6546
Reglamento (RIPA),"&lt;p&gt;Regla 21. ¿Qué tipo de luz ilumina en un arco de horizonte de 225º, hacia la proa?&lt;/p&gt;",,,radio,1,,,,off,off,1,Luz de remolque.::0::0::::::A::26185::::;;Luz de alcance.::0::0::::::A::26186::::;;Luz de tope.::1::0::::::A::26187::::;;Luz de costado.::0::0::::::A::26188::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6547
Reglamento (RIPA),&lt;p&gt;Regla 25. Un buque de vela que navegue a vela y a motor deberá exhibir a proa&lt;/p&gt;,,,radio,1,,,,off,off,1,Una esfera.::0::0::::::A::26189::::;;Una marca bicónica.::0::0::::::A::26190::::;;Una marca cónica con el vértice hacia arriba.::0::0::::::A::26191::::;;Una marca cónica con el vértice hacia abajo.::1::0::::::A::26192::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6548
Reglamento (RIPA),"&lt;p&gt;Regla 27. Un buque sin gobierno con arrancada, además de las dos luces rojas todo horizonte, exhibirá:&lt;/p&gt;",,,radio,1,,,,off,off,1,La luz de alcance.::0::0::::::A::26193::::;;Las luces de costado más la luz de alcance.::1::0::::::A::26194::::;;Las luces de costado y las luces de tope.::0::0::::::A::26195::::;;Las mismas que sin arrancada.::0::0::::::A::26196::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6549
Reglamento (RIPA),&lt;p&gt;Regla 28. Todo buque de propulsión mecánica restringido por su calado podrá exhibir en el lugar más visible…&lt;/p&gt;,,,radio,1,,,,off,off,1,"Dos luces, una roja y otra verde.::0::0::::::A::26197::::;;Una luz blanca todo horizonte.::0::0::::::A::26198::::;;Tres luces rojas todo horizonte.::1::0::::::A::26199::::;;Dos luces, una verde y otra blanca.::0::0::::::A::26200::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6550
Reglamento (RIPA),&lt;p&gt;Regla 30. Los buques fondeados exhibirán en el lugar más visible…&lt;/p&gt;,,,radio,1,,,,off,off,1,"En la parte de proa, una luz blanca todo horizonte.::0::0::::::A::26201::::;;En la parte de proa una bola.::0::0::::::A::26202::::;;En la popa, o cerca de ella, y a una altura inferior a la luz de proa, una luz blanca todo horizonte.::0::0::::::A::26203::::;;Todas las respuestas son correctas.::1::0::::::A::26204::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6551
